order px wavelength class PCC r_m r_c med_intensity
14 0730 5086.50 w 0.075 0.00430 -0.00205 -0.0033
14 0731 5086.52 w 0.311 0.01983 0.00176 -0.0042
14 0732 5086.54 w 0.407 0.02660 0.00238 -0.0056
14 0733 5086.56 w 0.367 0.01963 -0.00091 -0.0068
14 0734 5086.58 w 0.237 0.01794 -0.00526 -0.0106
14 0735 5086.60 w 0.629 0.05016 -0.00198 -0.0170
14 0736 5086.62 w 0.701 0.06136 -0.00459 -0.0229
14 0737 5086.63 w 0.693 0.06212 -0.00380 -0.0224
14 0738 5086.65 w 0.409 0.02577 -0.00450 -0.0122
14 0739 5086.67 w 0.281 0.01716 -0.00308 -0.0082
14 0740 5086.69 w -0.033 -0.00166 -0.00627 -0.0058
14 1035 5092.21 w 0.228 0.01394 0.00018 -0.0040
14 1036 5092.23 w 0.274 0.01935 -0.00305 -0.0088
14 1037 5092.25 w 0.441 0.03060 -0.00243 -0.0116
14 1038 5092.27 w 0.374 0.02535 -0.00108 -0.0087
14 1039 5092.29 w 0.058 0.00369 -0.00355 -0.0047
14 1048 5092.45 w 0.062 0.00399 -0.00369 -0.0049
14 1049 5092.47 w 0.448 0.03142 0.00210 -0.0073
14 1050 5092.49 w 0.549 0.03419 -0.00045 -0.0107
14 1051 5092.51 w 0.588 0.05567 -0.00032 -0.0170
14 1052 5092.53 w 0.707 0.05480 -0.00070 -0.0171
14 1053 5092.55 w 0.415 0.03049 -0.00387 -0.0130
14 1054 5092.57 w 0.346 0.01808 -0.00378 -0.0092
14 1055 5092.58 w 0.364 0.02317 0.00078 -0.0061
14 1056 5092.60 w 0.149 0.00941 -0.00232 -0.0051
14 1125 5093.89 w 0.114 0.00604 -0.00251 -0.0043
14 1126 5093.91 w 0.271 0.01476 -0.00085 -0.0053
14 1127 5093.92 w 0.454 0.02240 0.00095 -0.0058
14 1128 5093.94 w 0.496 0.03312 0.00245 -0.0075
14 1129 5093.96 w 0.361 0.01862 -0.00207 -0.0076
14 1130 5093.98 w 0.537 0.03353 0.00269 -0.0073
14 1131 5094.00 w 0.519 0.03512 0.00262 -0.0079
14 1132 5094.02 w 0.534 0.03705 -0.00034 -0.0114
14 1133 5094.04 w 0.532 0.03584 -0.00323 -0.0139
14 1134 5094.05 w 0.525 0.03912 -0.00049 -0.0122
14 1135 5094.07 w 0.424 0.02450 -0.00064 -0.0080
14 1136 5094.09 w 0.334 0.01952 -0.00003 -0.0059
14 1137 5094.11 w -0.082 -0.00509 -0.00726 -0.0057
14 1229 5095.82 w -0.037 -0.00222 -0.00551 -0.0048
14 1230 5095.84 w 0.348 0.01890 -0.00251 -0.0082
14 1231 5095.86 w 0.358 0.02413 -0.00442 -0.0116
14 1232 5095.87 w 0.413 0.02368 -0.00856 -0.0156
14 1233 5095.89 w 0.546 0.03832 -0.00354 -0.0150
14 1234 5095.91 w 0.343 0.02482 -0.00352 -0.0109
14 1235 5095.93 w 0.301 0.01827 -0.00216 -0.0076
14 1236 5095.95 w 0.281 0.02079 0.00047 -0.0057
14 1237 5095.97 w 0.225 0.01708 0.00100 -0.0041
14 1549 5101.73 w -0.138 -0.00653 -0.00745 -0.0055
14 1550 5101.74 w 0.314 0.01657 -0.00197 -0.0069
14 1551 5101.76 w 0.399 0.02957 -0.00236 -0.0112
14 1552 5101.78 w 0.495 0.03300 -0.00010 -0.0100
14 1553 5101.80 w 0.464 0.03480 0.00330 -0.0071
14 1554 5101.82 w 0.451 0.02519 0.00375 -0.0038
14 1555 5101.84 w 0.338 0.02011 0.00288 -0.0031
14 1556 5101.85 w 0.081 0.00486 -0.00140 -0.0028
14 1586 5102.40 w 0.020 0.00123 -0.00628 -0.0067
14 1587 5102.42 w 0.239 0.01756 -0.00384 -0.0091
14 1588 5102.44 w 0.465 0.03112 -0.00610 -0.0154
14 1589 5102.46 w 0.486 0.03206 -0.00654 -0.0161
14 1590 5102.48 w 0.404 0.02174 -0.00579 -0.0123
14 1591 5102.50 w 0.281 0.01536 -0.00554 -0.0101
14 1592 5102.51 w 0.212 0.00902 -0.00213 -0.0048
20 2397 5409.43 w 0.073 0.00492 -0.00655 -0.0080
20 2398 5409.45 w 0.256 0.02097 -0.00500 -0.0113
20 2399 5409.47 w 0.414 0.03605 -0.00678 -0.0176
20 2400 5409.49 w 0.548 0.04949 -0.00474 -0.0195
20 2401 5409.51 w 0.297 0.02650 -0.00811 -0.0160
20 2402 5409.53 w 0.295 0.02417 -0.00495 -0.0122
20 2403 5409.55 w 0.201 0.01472 -0.00569 -0.0101
20 2411 5409.70 w 0.230 0.01981 -0.00122 -0.0071
20 2412 5409.72 w 0.425 0.03628 0.00267 -0.0082
20 2413 5409.73 w 0.436 0.03960 -0.00190 -0.0137
20 2414 5409.75 w 0.311 0.02793 -0.00689 -0.0152
20 2415 5409.77 w 0.294 0.02460 -0.00513 -0.0125
20 2416 5409.79 w 0.054 0.00449 -0.00644 -0.0078
20 2589 5413.04 w 0.168 0.01100 -0.00324 -0.0065
20 2590 5413.06 w 0.367 0.03076 0.00096 -0.0082
20 2591 5413.08 w 0.460 0.03801 -0.00282 -0.0142
20 2592 5413.10 w 0.580 0.05091 -0.00127 -0.0165
20 2593 5413.11 w 0.358 0.03382 -0.00275 -0.0129
20 2594 5413.13 w 0.317 0.02384 0.00002 -0.0071
20 2595 5413.15 w 0.264 0.01809 0.00133 -0.0041
20 2596 5413.17 w 0.054 0.00338 -0.00211 -0.0031
20 2657 5414.31 w 0.199 0.01512 -0.00390 -0.0084
20 2658 5414.33 w 0.626 0.05925 -0.00042 -0.0181
20 2659 5414.35 w 0.683 0.05847 -0.00775 -0.0252
20 2660 5414.37 w 0.741 0.07356 -0.00494 -0.0269
20 2661 5414.39 w 0.435 0.04454 -0.00704 -0.0204
20 2662 5414.40 w 0.337 0.03249 -0.00405 -0.0138
20 2663 5414.42 w 0.021 0.00151 -0.00831 -0.0088
20 2928 5419.34 w 0.094 0.00810 -0.00875 -0.0112
20 2929 5419.36 w 0.272 0.02501 -0.00672 -0.0142
20 2930 5419.38 w 0.370 0.03414 -0.00918 -0.0194
20 2931 5419.40 w 0.363 0.02835 -0.00642 -0.0149
20 2932 5419.42 w 0.262 0.01911 -0.00637 -0.0121
20 2933 5419.43 w -0.176 -0.01582 -0.01348 -0.0088
20 2995 5420.58 w 0.161 0.01418 -0.00317 -0.0074
20 2996 5420.60 w 0.264 0.02458 -0.00207 -0.0094
20 2997 5420.61 w 0.456 0.04798 0.00152 -0.0128
20 2998 5420.63 w 0.703 0.07999 0.00891 -0.0150
20 2999 5420.65 w 0.462 0.05450 0.00212 -0.0142
20 3000 5420.67 w 0.686 0.05714 0.00552 -0.0116
20 3001 5420.69 w 0.314 0.02163 -0.00027 -0.0067
20 3002 5420.71 w 0.316 0.02780 0.00238 -0.0059
20 3003 5420.73 w 0.240 0.01922 0.00012 -0.0056
20 3004 5420.74 w 0.104 0.00986 -0.00262 -0.0056
20 3121 5422.89 w 0.099 0.01107 -0.00370 -0.0070
20 3122 5422.91 w 0.360 0.03534 -0.00129 -0.0119
20 3123 5422.93 w 0.626 0.07531 0.00314 -0.0194
20 3124 5422.95 w 0.456 0.05015 -0.00791 -0.0229
20 3125 5422.96 w 0.451 0.05076 -0.00350 -0.0187
20 3126 5422.98 w 0.309 0.02492 -0.00761 -0.0151
20 3127 5423.00 w 0.086 0.00963 -0.00916 -0.0120
21 0012 5414.29 w -0.142 -0.01339 -0.00884 -0.0048
21 0013 5414.31 w 0.272 0.01611 -0.00301 -0.0078
21 0014 5414.33 w 0.516 0.04072 -0.00297 -0.0151
21 0015 5414.35 w 0.718 0.08209 -0.00075 -0.0253
21 0016 5414.37 w 0.516 0.05970 -0.00735 -0.0252
21 0017 5414.39 w 0.514 0.05098 -0.00225 -0.0175
21 0018 5414.41 w 0.197 0.01771 -0.00762 -0.0129
21 0261 5419.35 w 0.208 0.01610 -0.00620 -0.0110
21 0262 5419.37 w 0.433 0.03729 -0.00587 -0.0170
21 0263 5419.39 w 0.242 0.01631 -0.01387 -0.0187
21 0264 5419.41 w 0.287 0.02338 -0.00863 -0.0156
21 0265 5419.43 w 0.181 0.01587 -0.00418 -0.0089
21 0321 5420.56 w 0.108 0.01007 -0.00197 -0.0050
21 0322 5420.58 w 0.298 0.02413 0.00059 -0.0066
21 0323 5420.60 w 0.482 0.04107 0.00347 -0.0088
21 0324 5420.62 w 0.513 0.04198 0.00088 -0.0117
21 0325 5420.64 w 0.776 0.07647 0.00774 -0.0151
21 0326 5420.66 w 0.670 0.06088 0.00660 -0.0116
21 0327 5420.69 w 0.436 0.03237 0.00076 -0.0089
21 0328 5420.71 w 0.404 0.03619 0.00559 -0.0052
21 0329 5420.73 w 0.395 0.03034 0.00464 -0.0044
21 0330 5420.75 w 0.440 0.03502 0.00707 -0.0034
21 0331 5420.77 w 0.383 0.02444 0.00406 -0.0033
21 0332 5420.79 w 0.178 0.01485 0.00357 -0.0009
21 0435 5422.87 w 0.129 0.01065 -0.00225 -0.0054
21 0436 5422.89 w 0.298 0.02128 -0.00077 -0.0071
21 0437 5422.91 w 0.447 0.03880 0.00209 -0.0095
21 0438 5422.93 w 0.569 0.04942 -0.00591 -0.0207
21 0439 5422.95 w 0.586 0.05849 -0.00665 -0.0241
21 0440 5422.97 w 0.439 0.03947 -0.00484 -0.0166
21 0441 5422.99 w 0.397 0.02837 -0.00296 -0.0114
21 0442 5423.01 w 0.108 0.00840 -0.00610 -0.0086
21 1134 5436.86 w 0.148 0.01022 0.00130 -0.0018
21 1135 5436.88 w 0.243 0.02271 0.00494 -0.0018
21 1136 5436.90 w 0.348 0.02163 0.00611 -0.0004
21 1137 5436.92 w 0.347 0.02572 0.00585 -0.0018
21 1138 5436.94 w 0.280 0.02671 0.00571 -0.0023
21 1139 5436.96 w 0.432 0.03119 0.00678 -0.0025
21 1140 5436.98 w 0.428 0.02964 0.00730 -0.0016
21 1141 5437.00 w 0.457 0.03341 0.00652 -0.0035
21 1142 5437.02 w 0.357 0.02279 0.00364 -0.0032
21 1143 5437.04 w 0.429 0.02787 0.00403 -0.0043
21 1144 5437.06 w 0.659 0.05200 0.00516 -0.0104
21 1145 5437.08 w 0.794 0.06749 0.00541 -0.0148
21 1146 5437.10 w 0.684 0.05952 0.00295 -0.0148
21 1147 5437.12 w 0.608 0.04373 0.00264 -0.0104
21 1148 5437.14 w 0.322 0.02133 -0.00047 -0.0068
21 1149 5437.16 w 0.201 0.01151 -0.00118 -0.0046
21 1228 5438.73 w 0.167 0.01104 -0.00093 -0.0042
21 1229 5438.75 w 0.322 0.02083 0.00241 -0.0038
21 1230 5438.77 w 0.371 0.02305 0.00253 -0.0044
21 1231 5438.79 w 0.238 0.01675 0.00009 -0.0049
21 1232 5438.81 w 0.385 0.02446 0.00469 -0.0026
21 1233 5438.83 w 0.274 0.01601 -0.00102 -0.0058
21 1234 5438.85 w 0.301 0.02153 -0.00028 -0.0067
21 1235 5438.87 w 0.404 0.02825 0.00079 -0.0077
21 1236 5438.89 w 0.525 0.03325 -0.00304 -0.0130
21 1237 5438.91 w 0.409 0.03187 -0.00243 -0.0120
21 1238 5438.93 w 0.248 0.01739 -0.00375 -0.0089
21 1239 5438.95 w 0.201 0.01460 -0.00234 -0.0067
21 1406 5442.24 w 0.116 0.00717 -0.00472 -0.0069
21 1407 5442.26 w 0.248 0.01655 -0.00621 -0.0112
21 1408 5442.28 w 0.525 0.03719 -0.00462 -0.0157
21 1409 5442.30 w 0.460 0.03009 -0.00585 -0.0149
21 1410 5442.32 w 0.323 0.02466 -0.00319 -0.0106
21 1411 5442.34 w 0.112 0.00755 -0.00431 -0.0066
21 2289 5459.38 w -0.032 -0.00195 -0.01361 -0.0130
21 2290 5459.40 w 0.375 0.02169 -0.01183 -0.0183
21 2291 5459.42 w 0.558 0.04519 -0.00827 -0.0218
21 2292 5459.44 w 0.460 0.03124 -0.01113 -0.0205
21 2293 5459.45 w 0.165 0.01167 -0.01129 -0.0148
21 2446 5462.37 w 0.117 0.00738 -0.00631 -0.0085
21 2447 5462.39 w 0.337 0.02111 -0.00727 -0.0136
21 2448 5462.41 w 0.585 0.04249 -0.00627 -0.0190
21 2449 5462.43 w 0.583 0.05249 -0.00687 -0.0226
21 2450 5462.45 w 0.596 0.04106 -0.00465 -0.0169
21 2451 5462.47 w 0.280 0.02247 -0.00813 -0.0148
21 2452 5462.48 w 0.311 0.02411 -0.00215 -0.0094
21 2453 5462.50 w 0.131 0.01093 -0.00589 -0.0092
25 2239 5676.72 w 0.216 0.01443 -0.00428 -0.0086
25 2240 5676.74 w 0.358 0.03199 -0.00184 -0.0114
25 2241 5676.76 w 0.258 0.02366 -0.00796 -0.0150
25 2242 5676.78 w 0.338 0.02727 -0.00709 -0.0152
25 2243 5676.80 w 0.320 0.03275 -0.00363 -0.0134
25 2244 5676.82 w 0.219 0.01812 -0.00404 -0.0095
25 2490 5681.70 w 0.208 0.01368 -0.00501 -0.0091
25 2491 5681.72 w 0.331 0.02753 -0.00680 -0.0150
25 2492 5681.74 w 0.350 0.02550 -0.01514 -0.0228
25 2493 5681.76 w 0.518 0.04408 -0.01214 -0.0253
25 2494 5681.77 w 0.401 0.03717 -0.00939 -0.0205
25 2495 5681.79 w 0.174 0.01582 -0.01218 -0.0169
25 2594 5683.74 w 0.222 0.01664 -0.00758 -0.0126
25 2595 5683.76 w 0.489 0.04348 -0.00382 -0.0168
25 2596 5683.78 w 0.513 0.03963 -0.00776 -0.0196
25 2597 5683.80 w 0.581 0.05243 -0.00506 -0.0207
25 2598 5683.82 w 0.563 0.05254 -0.00835 -0.0241
25 2599 5683.84 w 0.683 0.07696 -0.00543 -0.0284
25 2600 5683.86 w 0.744 0.08657 -0.00382 -0.0297
25 2601 5683.88 w 0.665 0.07104 -0.01007 -0.0313
25 2602 5683.90 w 0.368 0.03362 -0.01273 -0.0228
25 2603 5683.92 w 0.291 0.03081 -0.00456 -0.0138
25 2604 5683.94 w 0.052 0.00378 -0.00689 -0.0080
25 2677 5685.37 w 0.197 0.01824 -0.00323 -0.0087
25 2678 5685.39 w 0.482 0.04022 0.00075 -0.0113
25 2679 5685.41 w 0.531 0.05230 -0.00334 -0.0190
25 2680 5685.43 w 0.591 0.06455 -0.00331 -0.0226
25 2681 5685.45 w 0.484 0.05146 -0.00291 -0.0183
25 2682 5685.47 w 0.310 0.02467 -0.00434 -0.0117
25 2683 5685.49 w -0.131 -0.00786 -0.00917 -0.0068
25 2780 5687.38 w 0.213 0.02124 -0.00217 -0.0085
25 2781 5687.40 w 0.570 0.05146 0.00454 -0.0108
25 2782 5687.42 w 0.625 0.07058 0.00137 -0.0197
25 2783 5687.44 w 0.865 0.11844 -0.00032 -0.0357
25 2784 5687.46 w 0.899 0.17946 0.00160 -0.0521
25 2785 5687.48 w 0.893 0.19070 -0.00142 -0.0584
25 2786 5687.50 w 0.861 0.16341 -0.00085 -0.0497
25 2787 5687.52 w 0.786 0.11175 0.00226 -0.0312
25 2788 5687.54 w 0.421 0.03747 -0.00920 -0.0204
25 2789 5687.56 w 0.326 0.02909 -0.00780 -0.0165
25 2790 5687.58 w 0.238 0.01856 -0.00922 -0.0148
25 2791 5687.60 w 0.399 0.02927 -0.00613 -0.0149
25 2792 5687.62 w 0.296 0.02242 -0.00981 -0.0165
25 2793 5687.64 w 0.184 0.01391 -0.00993 -0.0141
25 2891 5689.54 w 0.230 0.02017 -0.01260 -0.0186
25 2892 5689.56 w 0.386 0.04603 -0.01267 -0.0264
25 2893 5689.58 w 0.684 0.07705 -0.00753 -0.0306
25 2894 5689.60 w 0.630 0.06584 -0.00914 -0.0288
25 2895 5689.62 w 0.383 0.02972 -0.01368 -0.0226
25 2896 5689.64 w 0.364 0.03673 -0.00318 -0.0142
25 2897 5689.66 w -0.127 -0.00737 -0.01138 -0.0092
25 2933 5690.36 w 0.213 0.02277 -0.00398 -0.0108
25 2934 5690.38 w 0.486 0.05838 -0.00255 -0.0200
25 2935 5690.40 w 0.615 0.07121 -0.00946 -0.0308
25 2936 5690.42 w 0.742 0.10884 -0.00753 -0.0401
25 2937 5690.44 w 0.744 0.11117 -0.00582 -0.0391
25 2938 5690.46 w 0.661 0.08783 -0.00031 -0.0266
25 2939 5690.47 w 0.246 0.02938 -0.00747 -0.0163
25 2940 5690.49 w 0.227 0.01897 -0.00187 -0.0075
25 3036 5692.35 w 0.104 0.00894 -0.00988 -0.0126
25 3037 5692.37 w 0.449 0.04939 -0.00709 -0.0219
25 3038 5692.39 w 0.737 0.10116 -0.00453 -0.0348
25 3039 5692.41 w 0.819 0.14692 -0.00647 -0.0504
25 3040 5692.43 w 0.849 0.13546 -0.00990 -0.0504
25 3041 5692.45 w 0.792 0.09663 -0.00766 -0.0366
25 3042 5692.47 w 0.585 0.07258 -0.00567 -0.0274
25 3043 5692.49 w 0.388 0.04103 -0.00622 -0.0185
25 3044 5692.50 w 0.377 0.02875 -0.00315 -0.0117
25 3045 5692.52 w 0.162 0.01212 -0.00667 -0.0103
26 0098 5689.54 w 0.225 0.02157 -0.01029 -0.0167
26 0099 5689.56 w 0.501 0.04531 -0.01226 -0.0258
26 0100 5689.58 w 0.732 0.07986 -0.00966 -0.0335
26 0101 5689.60 w 0.620 0.07214 -0.00859 -0.0302
26 0102 5689.63 w 0.574 0.06509 -0.00061 -0.0201
26 0103 5689.65 w 0.156 0.01143 -0.00978 -0.0132
26 0128 5690.18 w 0.232 0.01896 -0.00409 -0.0098
26 0129 5690.20 w 0.492 0.04078 -0.00191 -0.0141
26 0130 5690.22 w 0.577 0.05447 -0.00003 -0.0163
26 0131 5690.25 w 0.381 0.03497 -0.00206 -0.0125
26 0132 5690.27 w 0.439 0.04112 0.00263 -0.0097
26 0133 5690.29 w 0.363 0.03249 0.00246 -0.0073
26 0134 5690.31 w 0.256 0.02210 0.00130 -0.0053
26 0135 5690.33 w 0.156 0.01342 -0.00528 -0.0093
26 0136 5690.35 w 0.388 0.03432 -0.00012 -0.0104
26 0137 5690.37 w 0.569 0.05603 0.00147 -0.0153
26 0138 5690.39 w 0.728 0.08743 -0.00341 -0.0296
26 0139 5690.42 w 0.847 0.13665 0.00007 -0.0408
26 0140 5690.44 w 0.766 0.09958 -0.00902 -0.0388
26 0141 5690.46 w 0.703 0.08390 0.00302 -0.0221
26 0142 5690.48 w 0.299 0.02962 -0.00339 -0.0122
26 0143 5690.50 w 0.133 0.01255 -0.00256 -0.0063
26 0230 5692.36 w 0.150 0.01188 -0.01053 -0.0141
26 0231 5692.38 w 0.631 0.06215 -0.00701 -0.0256
26 0232 5692.40 w 0.883 0.13651 -0.00604 -0.0469
26 0233 5692.42 w 0.909 0.15229 -0.00719 -0.0527
26 0234 5692.44 w 0.825 0.10395 -0.00942 -0.0405
26 0235 5692.46 w 0.616 0.05585 -0.00926 -0.0260
26 0236 5692.48 w 0.314 0.02629 -0.00909 -0.0170
26 0237 5692.51 w 0.243 0.02045 -0.00355 -0.0097
26 0238 5692.53 w 0.163 0.01439 -0.00473 -0.0090
26 0283 5693.48 w -0.048 -0.00318 -0.00712 -0.0062
26 0284 5693.51 w 0.317 0.02949 0.00115 -0.0077
26 0285 5693.53 w 0.327 0.02843 -0.00061 -0.0091
26 0286 5693.55 w 0.283 0.02926 -0.00452 -0.0133
26 0287 5693.57 w 0.332 0.02900 -0.00218 -0.0109
26 0288 5693.59 w 0.343 0.03338 0.00304 -0.0069
26 0289 5693.61 w 0.176 0.01625 -0.00007 -0.0049
26 0500 5698.09 w 0.205 0.01183 -0.00161 -0.0051
26 0501 5698.11 w 0.394 0.02867 0.00161 -0.0070
26 0502 5698.13 w 0.539 0.04674 0.00074 -0.0132
26 0503 5698.15 w 0.796 0.09445 0.00264 -0.0256
26 0504 5698.18 w 0.904 0.13978 0.00313 -0.0387
26 0505 5698.20 w 0.846 0.10271 -0.00432 -0.0350
26 0506 5698.22 w 0.711 0.06745 -0.00125 -0.0214
26 0507 5698.24 w 0.414 0.02422 -0.00693 -0.0142
26 0508 5698.26 w -0.102 -0.00608 -0.00880 -0.0070
26 0525 5698.62 w 0.149 0.01185 -0.00276 -0.0063
26 0526 5698.64 w 0.471 0.03085 0.00129 -0.0079
26 0527 5698.66 w 0.580 0.04337 -0.00167 -0.0146
26 0528 5698.68 w 0.567 0.05205 -0.00166 -0.0172
26 0529 5698.70 w 0.546 0.03910 -0.00096 -0.0126
26 0530 5698.73 w 0.222 0.01385 -0.00385 -0.0080
26 1525 5719.52 w 0.165 0.01226 -0.00955 -0.0132
26 1526 5719.54 w 0.708 0.05387 -0.00584 -0.0219
26 1527 5719.56 w 0.833 0.10439 -0.00457 -0.0358
26 1528 5719.58 w 0.850 0.11594 -0.00947 -0.0441
26 1529 5719.60 w 0.730 0.09209 -0.00589 -0.0334
26 1530 5719.62 w 0.594 0.04981 -0.00507 -0.0200
26 1531 5719.64 w 0.424 0.03574 -0.00036 -0.0110
26 1532 5719.66 w 0.305 0.02185 -0.00138 -0.0079
26 1533 5719.68 w 0.254 0.02008 -0.00173 -0.0077
26 1534 5719.70 w 0.094 0.00625 -0.00744 -0.0093
26 1568 5720.40 w 0.001 0.00005 -0.00277 -0.0028
26 1569 5720.42 w 0.239 0.01710 0.00032 -0.0048
26 1570 5720.44 w 0.278 0.02056 -0.00241 -0.0086
26 1571 5720.46 w 0.365 0.02865 -0.00166 -0.0102
26 1572 5720.48 w 0.572 0.04431 0.00004 -0.0132
26 1573 5720.50 w 0.653 0.05835 0.00106 -0.0164
26 1574 5720.53 w 0.532 0.04832 0.00051 -0.0139
26 1575 5720.55 w 0.301 0.02274 -0.00180 -0.0086
26 1576 5720.57 w 0.128 0.00891 -0.00370 -0.0064
26 1633 5721.74 w 0.222 0.01652 -0.00001 -0.0050
26 1634 5721.76 w 0.392 0.02820 0.00278 -0.0057
26 1635 5721.78 w 0.272 0.02063 -0.00039 -0.0066
26 1636 5721.80 w 0.438 0.03530 0.00262 -0.0079
26 1637 5721.82 w 0.371 0.02752 -0.00287 -0.0111
26 1638 5721.84 w 0.316 0.02422 -0.00453 -0.0118
26 1639 5721.86 w 0.316 0.02271 -0.00442 -0.0112
26 1640 5721.88 w 0.269 0.01760 -0.00681 -0.0121
26 1641 5721.90 w 0.365 0.03158 -0.00526 -0.0147
26 1642 5721.92 w 0.642 0.06617 -0.00214 -0.0219
26 1643 5721.94 w 0.636 0.08055 -0.00377 -0.0279
26 1644 5721.96 w 0.533 0.06577 -0.00463 -0.0243
26 1645 5721.98 w 0.390 0.03758 -0.00562 -0.0169
26 1646 5722.00 w 0.333 0.03039 -0.00303 -0.0121
26 1647 5722.03 w 0.176 0.01634 -0.00424 -0.0091
26 1735 5723.83 w 0.184 0.01257 -0.00302 -0.0068
26 1736 5723.85 w 0.354 0.02290 -0.00340 -0.0102
26 1737 5723.87 w 0.478 0.03409 -0.00702 -0.0172
26 1738 5723.89 w 0.635 0.05030 -0.00546 -0.0205
26 1739 5723.91 w 0.594 0.04599 -0.00115 -0.0149
26 1740 5723.93 w 0.195 0.01353 -0.00645 -0.0105
26 1880 5726.79 w 0.201 0.01271 -0.00328 -0.0071
26 1881 5726.81 w 0.237 0.01415 -0.00495 -0.0092
26 1882 5726.83 w 0.665 0.05218 -0.00013 -0.0157
26 1883 5726.85 w 0.837 0.08963 0.00066 -0.0261
26 1884 5726.87 w 0.841 0.10663 -0.00187 -0.0337
26 1885 5726.89 w 0.799 0.08995 -0.00078 -0.0277
26 1886 5726.91 w 0.350 0.03347 -0.00665 -0.0167
26 1887 5726.93 w 0.422 0.03193 -0.00150 -0.0110
26 1888 5726.95 w 0.178 0.01307 -0.00507 -0.0090
26 1962 5728.46 w 0.088 0.00612 -0.00900 -0.0108
26 1963 5728.48 w 0.351 0.03025 -0.00762 -0.0167
26 1964 5728.50 w 0.332 0.02309 -0.00971 -0.0166
26 1965 5728.52 w 0.261 0.01843 -0.00289 -0.0084
26 1966 5728.54 w 0.063 0.00475 -0.00341 -0.0048
26 2014 5729.51 w 0.151 0.01155 -0.00201 -0.0055
26 2015 5729.53 w 0.356 0.02450 0.00070 -0.0066
26 2016 5729.55 w 0.312 0.02105 -0.00002 -0.0063
26 2017 5729.57 w 0.490 0.03327 0.00085 -0.0091
26 2018 5729.59 w 0.572 0.03508 -0.00128 -0.0118
26 2019 5729.61 w 0.645 0.05011 0.00198 -0.0130
26 2020 5729.63 w 0.622 0.04941 -0.00420 -0.0190
26 2021 5729.65 w 0.790 0.07064 -0.00573 -0.0269
26 2022 5729.67 w 0.769 0.07571 -0.00563 -0.0283
26 2023 5729.69 w 0.518 0.03860 -0.00910 -0.0206
26 2024 5729.71 w 0.292 0.02045 -0.00680 -0.0129
26 2025 5729.73 w 0.220 0.01622 -0.00388 -0.0087
26 2312 5735.52 w 0.052 0.00392 -0.00877 -0.0099
26 2313 5735.54 w 0.427 0.03444 -0.00640 -0.0167
26 2314 5735.56 w 0.539 0.05202 -0.00505 -0.0206
26 2315 5735.58 w 0.495 0.04585 -0.00504 -0.0187
26 2316 5735.60 w 0.470 0.03662 -0.00258 -0.0135
26 2317 5735.62 w 0.231 0.01932 -0.00539 -0.0112
26 2415 5737.58 w -0.011 -0.00067 -0.00778 -0.0076
26 2416 5737.60 w 0.258 0.01879 -0.00686 -0.0125
26 2417 5737.62 w 0.430 0.03219 -0.01054 -0.0202
26 2418 5737.64 w 0.686 0.06876 -0.00798 -0.0285
26 2419 5737.66 w 0.829 0.09790 -0.01133 -0.0406
26 2420 5737.68 w 0.839 0.10612 -0.01199 -0.0437
26 2421 5737.70 w 0.704 0.06980 -0.01265 -0.0335
26 2422 5737.72 w 0.439 0.03212 -0.01157 -0.0212
26 2423 5737.74 w 0.092 0.00662 -0.01022 -0.0122
26 2641 5742.08 w -0.004 -0.00030 -0.00976 -0.0097
26 2642 5742.10 w 0.295 0.02001 -0.00356 -0.0095
26 2643 5742.12 w 0.281 0.02220 -0.00443 -0.0111
26 2644 5742.14 w 0.345 0.02433 -0.00502 -0.0123
26 2645 5742.16 w 0.469 0.03819 -0.00297 -0.0144
26 2646 5742.18 w 0.650 0.06181 -0.00483 -0.0233
26 2647 5742.20 w 0.719 0.06746 -0.00576 -0.0259
26 2648 5742.22 w 0.470 0.04733 -0.01015 -0.0243
26 2649 5742.24 w 0.291 0.02697 -0.00898 -0.0170
26 2650 5742.26 w 0.065 0.00620 -0.01058 -0.0124
27 0343 5752.86 w 0.080 0.00634 -0.00550 -0.0074
27 0344 5752.89 w 0.274 0.01966 -0.00185 -0.0077
27 0345 5752.91 w 0.392 0.03144 -0.00520 -0.0146
27 0346 5752.93 w 0.543 0.05222 -0.00475 -0.0204
27 0347 5752.95 w 0.627 0.06734 -0.00114 -0.0213
27 0348 5752.97 w 0.561 0.05462 0.00162 -0.0147
27 0349 5752.99 w 0.399 0.02768 -0.00016 -0.0084
27 0350 5753.01 w -0.055 -0.00376 -0.00801 -0.0069
27 0392 5753.92 w 0.189 0.01396 -0.00184 -0.0060
27 0393 5753.94 w 0.306 0.02103 -0.00130 -0.0076
27 0394 5753.96 w 0.295 0.02116 -0.00200 -0.0083
27 0395 5753.98 w 0.511 0.04170 0.00374 -0.0087
27 0396 5754.00 w 0.487 0.04024 0.00496 -0.0071
27 0397 5754.02 w 0.482 0.03791 0.00488 -0.0065
27 0398 5754.04 w 0.570 0.04710 0.00643 -0.0076
27 0399 5754.07 w 0.345 0.03113 0.00347 -0.0058
27 0400 5754.09 w 0.435 0.04262 0.00614 -0.0066
27 0401 5754.11 w 0.382 0.03285 0.00218 -0.0076
27 0402 5754.13 w 0.415 0.03126 0.00263 -0.0067
27 0403 5754.15 w 0.503 0.04305 0.00263 -0.0102
27 0404 5754.17 w 0.606 0.05616 -0.00069 -0.0175
